"method","trait","RMSE"
"MICE","overall",11.0877437058131
"MICE","overall",0.742360144441821
"MICE","overall",0.0175026294177784
"MICE","overall",0.955270188746642
"MICE","overall",3.38233567161489
"MICE","overall",0.408558886051135
"MICE","overall",0.110617240017579
"MICE","overall",13.4766727405449
"MICE","overall",3.77012510933484
"MICE","overall",20.5113496628181
"MICE","overall",9.67641828364774
"MICE","overall",0.0866016498283139
"MICE","overall",1.101923698356
"MICE","overall",3.83862495935024
"MICE","overall",4.65433313639345
"MICE","overall",7.73968786021875
"MICE","overall",0.652395080021697
"MICE","overall",5.11920593800266
"MICE","overall",13.5795352974837
"MICE","overall",0.0682874206087152
"MICE","overall",0.0616820914596599
"MICE","overall",19.4758571546895
"MICE","overall",0.0928906820600724
"MICE","overall",0.840385625303919
"MICE","overall",0.392195553684117
"MICE","overall",3.7923722049431
"MICE","overall",0.765623107123259
"MICE","overall",2.9042534775263
"MICE","overall",27.3839769201076
"MICE","overall",10.649316547862
"MICE","overall",5.99652972161484
"MICE","overall",15.17234124706
"MICE","overall",0.539144788189482
"MICE","overall",0.36226957103535
"MICE","overall",1.56133823908783
"MICE","overall",1.06476582891844
"MICE","overall",0.042152675940566
"MICE","overall",0.00659888015692579
"MICE","overall",0.0163207600473652
"MICE","overall",0.449003859943169
"MICE","overall",1.43196938161267
"MICE","overall",0.512887848628007
"MICE","overall",2.62117199093799
"MICE","overall",2.46789893615636
"MICE","overall",8.03178794600703
"MICE","overall",2.36521771187183
"MICE","overall",0.00378585390182688
"MICE","overall",0.0518142235426159
"MICE","overall",0.0158500521788624
"MICE","overall",2.21897425529187
"MICE","overall",1.69283779627444
"MICE","overall",8.19607109634648
"MICE","overall",1.3041406883656
"MICE","overall",6.71736607603092
"MICE","overall",0.305668218075676
"MICE","overall",17.2873199246378
"MICE","overall",2.9471717970335
"MICE","overall",6.69564941031644
"MICE","overall",10.5508782301427
"MICE","overall",10.4530274396547
"MICE","overall",9.34664872627111
"MICE","overall",1.04267703427587
"MICE","overall",3.22893507146472
"MICE","overall",12.5277892334539
"MICE","overall",0.181211751855206
"MICE","overall",0.0206051443194178
"MICE","overall",0.637953999347801
"MICE","overall",0.240965279126298
"MICE","overall",0.449717269037208
"MICE","overall",3.72394724902561
"MICE","overall",0.19036271878362
"MICE","overall",0.247742475030373
"MICE","overall",0.0886827000935389
"MICE","overall",0.21398012301413
"MICE","overall",6.67807085328529
"MICE","overall",3.81650544477603
"MICE","overall",14.8772806560578
"MICE","overall",2.57897468483604
"MICE","overall",1.5622418689525
"MICE","overall",2.61920914969505
"MICE","overall",4.37323357521179
"MICE","overall",3.35864183992659
"MICE","overall",1.54987499860687
"MICE","overall",19.2048777617111
"MICE","overall",0.021346971910336
"MICE","overall",0.413477753720138
"MICE","overall",0.883850328025333
"MICE","overall",17.5602354288707
"MICE","overall",0.731738200924286
"MICE","overall",2.17124166236859
"MICE","overall",2.82497041002524
"MICE","overall",0.0276734403406994
"MICE","overall",0.0396034068593296
"MICE","overall",1.36746743600451
"MICE","overall",21.8062595921402
"MICE","overall",1.42163366858726
"MICE","overall",0.340399219155347
"MICE","overall",0.404088495485022
"MICE","overall",1.57064063977521
"MICE","overall",0.390465409157984
"MICE","overall",3.63380000422958
"MICE","overall",9.6232255902272
"MICE","overall",1.13184500649162
"MICE","overall",1.08480539171996
"MICE","overall",3.12199680237396
"MICE","overall",0.331801769655861
"MICE","overall",4.61461765618346
"MICE","overall",0.139848215931617
"MICE","overall",0.036874823314141
"MICE","overall",0.510600925191821
"MICE","overall",0.0959456135809303
"MICE","overall",0.363277544645137
"MICE","overall",2.70291150956658
"MICE","overall",0.476905990993609
"MICE","overall",0.447340762494786
"MICE","overall",0.0993100017686607
"MICE","overall",0.303476823586686
"MICE","overall",0.809776615994679
"MICE","overall",0.0146943022024779
"MICE","overall",0.268765099129596
"MICE","overall",1.50564939180811
"MICE","overall",6.04957838271011
"MICE","overall",1.83718055486415
"MICE","overall",0.0740659528554397
"MICE","overall",1.29305343607878
"MICE","overall",7.60420113888023
"MICE","overall",10.9404386071278
"MICE","overall",0.26252132279288
"MICE","overall",0.996560246568492
"MICE","overall",3.97984492404644
"MICE","overall",0.326433415517857
"MICE","overall",1.37761035875377
"MICE","overall",0.452906366419944
"MICE","overall",1.11552737159593
"MICE","overall",2.02014865260522
"MICE","overall",0.833899512276913
"MICE","overall",4.30010164306386
"MICE","overall",0.281833339272289
"MICE","overall",0.0277696412961834
"MICE","overall",4.55953878413332
"MICE","overall",0.0996809050298936
"MICE","overall",2.53855491556459
"MICE","overall",4.30819920527349
"MICE","overall",9.94877300489458
"MICE","overall",0.29115841608057
"MICE","overall",0.15265326901332
"MICE","overall",0.0871153167170419
"MICE","overall",0.481714311219502
"MICE","overall",9.29409466301814
"MICE","overall",1.16722125463031
"MICE","overall",3.94305484703656
"MICE","overall",0.201604256020356
"MICE","overall",10.8374415078901
"MICE","overall",0.77891166987849
"MICE","overall",15.4863238611197
"MICE","overall",4.99425024971515
"MICE","overall",0.601010223386813
"MICE","overall",2.44582185553112
"MICE","overall",0.698934050244517
"MICE","overall",3.56004945854693
"MICE","overall",0.349002554828248
"MICE","overall",0.772519410912128
"MICE","overall",6.9448288210219
"MICE","overall",4.32235477411185
"MICE","overall",4.36227307908208
"MICE","overall",1.56166596441737
"MICE","overall",0.727573235704284
"MICE","overall",0.00688555098177257
"MICE","overall",3.88166862211462
"MICE","overall",2.82049619988112
"MICE","overall",0.0939425565388148
"MICE","overall",9.91091088064654
"MICE","overall",11.6852005842964
"MICE","overall",3.45268594929144
"MICE","overall",4.87339267202959
"MICE","overall",0.0441194251633145
"MICE","overall",0.232051656564785
"MICE","overall",3.61869500177185
"MICE","overall",0.211244591228443
"MICE","overall",3.34405541226862
"MICE","overall",8.085885256641
"MICE","overall",3.51404841608145
"MICE","overall",20.5426118566258
"MICE","overall",1.34876168338083
"MICE","overall",1.02541249623985
"MICE","overall",2.51805839529656
"MICE","overall",0.133011662738237
"MICE","overall",4.49771297605672
"MICE","overall",0.27168990941766
"MICE","overall",0.381503715006271
"MICE","overall",4.65170339834438
"MICE","overall",2.91443977426973
"MICE","overall",0.762701241507842
"MICE","overall",0.688458436746161
"MICE","overall",0.564039987298215
"MICE","overall",3.8041230314263
"MICE","overall",0.984290348251266
"MICE","overall",7.78416714226707
"MICE","overall",0.035126181742499
"MICE","overall",0.695516939916694
"MICE","overall",0.0170315472005863
"MICE","overall",0.164719343526548
"MICE","overall",4.99590231806646
"MICE","overall",2.24042097857781
"MICE","overall",0.527476981589461
"MICE","overall",0.00106820787821637
"MICE","overall",0.339149998493392
"MICE","overall",2.45412866367133
"MICE","overall",0.813727306170421
"MICE","overall",0.354844154078704
"MICE","overall",0.0260627190556255
"MICE","overall",0.82273082385378
"MICE","overall",1.10885960021807
"MICE","overall",0.818868782609528
"MICE","overall",1.48778488095463
"MICE","overall",17.1896895633031
"MICE","overall",0.00892877756989242
"MICE","overall",16.7490681386716
"MICE","overall",0.41488113493236
"MICE","overall",0.250472307663742
"MICE","overall",4.16533168476808
"MICE","overall",0.0264453777227007
"MICE","overall",1.01743541599926
"MICE","overall",0.889835022914543
"MICE","overall",3.07969201628369
"MICE","overall",0.38107797442856
"MICE","overall",0.970061072046752
"MICE","overall",0.0840685745397948
"MICE","overall",6.85452674663523
"MICE","overall",0.425923460872886
"MICE","overall",0.00143880873223959
"MICE","overall",4.29384845111735
"MICE","overall",2.12726634239345
"MICE","overall",0.249181078515278
"MICE","overall",0.223637631477732
"MICE","overall",0.441187033862829
"MICE","overall",13.4428664620715
"MICE","overall",2.04997493732355
"MICE","overall",1.97503770991838
"MICE","overall",1.96341392449173
"MICE","overall",1.99070087700573
"MICE","overall",0.915037253043033
"MICE","overall",5.73447855389221
"MICE","overall",26.7150005026602
"MICE","overall",0.063568954600363
"MICE","overall",0.576511208787942
"MICE","overall",0.000732593337643916
"MICE","overall",0.275663087339176
"MICE","overall",1.80908293239121
"MICE","overall",5.09226417392679
"MICE","overall",0.835723045876165
"MICE","overall",1.6949560951295
"MICE","overall",0.214840050905468
"MICE","overall",1.43618581288883
"MICE","overall",0.122135388619902
"MICE","overall",1.84944397887638
"MICE","overall",15.896440669812
"MICE","overall",0.0243569093635686
"MICE","overall",0.0700683752471628
"MICE","overall",0.237996517557323
"MICE","overall",15.1349486839789
"MICE","overall",3.90703191083104
"MICE","overall",4.58116127368501
"MICE","overall",3.68359033011658
"MICE","overall",4.10469095770387
"MICE","overall",0.0114842221437079
"MICE","overall",0.144532336658559
"MICE","overall",0.735719581877504
"MICE","overall",3.46704131228724
"MICE","overall",1.32684172038283
"MICE","overall",0.543413771782298
"MICE","overall",0.0169891735331533
"MICE","overall",6.71955123731815
"MICE","overall",1.08447557626451
"MICE","overall",0.00259974706889692
"MICE","overall",1.21875253354191
"MICE","overall",1.63882543823228
"MICE","overall",0.616836361116363
"MICE","overall",8.18917085697249
"MICE","overall",0.00462086312717661
"MICE","overall",0.0950577440463544
"MICE","overall",1.57878282747221
"MICE","overall",0.00204501547139859
"MICE","overall",3.42296960179615
"MICE","overall",0.515783573452368
"MICE","overall",2.91223323341894
"MICE","overall",0.651782071011431
"MICE","overall",0.0599598165418031
"MICE","overall",3.30172594931781
"MICE","overall",0.113062280913622
"MICE","overall",2.48536540580522
"MICE","overall",0.987935603965892
"MICE","overall",3.90067640487336
"MICE","overall",2.31093024999629
"MICE","overall",2.11447093939415
"MICE","overall",0.00964661249615469
"MICE","overall",0.23315457727124
"MICE","overall",1.38062455313784
"MICE","overall",1.29058883641575
"MICE","overall",1.53977015817746
"MICE","overall",1.64488656958752
"MICE","overall",3.25463053674976
"MICE","overall",1.86482959573587
"MICE","overall",2.34250667287794
"MICE","overall",0.652812637885932
"MICE","overall",17.0678906355492
"MICE","overall",1.7787860399732
"MICE","overall",3.78496179743666
"MICE","overall",3.97758362491182
"MICE","overall",1.82158144194754
"MICE","overall",1.52625836909584
"MICE","overall",0.23344527215641
"MICE","overall",1.44540613428202
"MICE","overall",0.00152365823451835
"MICE","overall",1.33163031125229
"MICE","overall",9.03655064320179
"MICE","overall",0.00972641099660356
"MICE","overall",4.46822008138265
"MICE","overall",0.0793569743413284
"MICE","overall",22.5167317954113
"MICE","overall",9.57829260624861
"MICE","overall",0.304832407879136
"MICE","overall",7.82999739158642
"MICE","overall",4.04828769236167
"MICE","overall",11.7648784103347
"MICE","overall",0.179078615042953
"MICE","overall",0.915148239136364
"MICE","overall",28.9293927851342
"MICE","overall",0.868094154270462
"MICE","overall",1.86085035017484
"MICE","overall",0.0900795500704961
"MICE","overall",1.04886841368271
"MICE","overall",1.95276925927177
"MICE","overall",2.82384469086206
"MICE","overall",0.578722953157421
"MICE","overall",0.00539947608225606
"MICE","overall",2.18674847684683
"MICE","overall",1.20516851140286
"MICE","overall",1.74012079158879
"MICE","overall",7.91999214755509
"MICE","overall",3.33263590782942
"MICE","overall",1.91911218219515
"MICE","overall",7.47425853145782
"MICE","overall",0.31520952815534
"MICE","overall",0.30331702232984
"MICE","overall",0.00356337880862268
"MICE","overall",3.12616377238758
"MICE","overall",0.0580347203955767
"MICE","overall",0.344306767031033
"MICE","overall",10.9122190416409
"MICE","overall",1.17179966932228
"MICE","overall",0.000180940044604757
"MICE","overall",1.71209138932142
"MICE","overall",0.588402875250733
"MICE","overall",2.03563529258866
"MICE","overall",0.177310024128685
"MICE","overall",0.19218801467879
"MICE","overall",0.00414849592591642
"MICE","overall",0.156540216570492
"MICE","overall",2.91488668603201
"MICE","overall",2.68429435741798
"MICE","overall",3.13535431224895
"MICE","overall",0.703324955725335
"MICE","overall",0.229273035714183
"MICE","overall",2.41784270598898
"MICE","overall",8.9991341039858
"MICE","overall",0.491091249735682
"MICE","overall",3.06329593862506e-06
"MICE","overall",1.29473109214685
"MICE","overall",1.06181287926391
"MICE","overall",0.00215204986370475
"MICE","overall",12.33981618893
"MICE","overall",5.87200422553147
"MICE","overall",1.32582876026319
"MICE","overall",0.0748734242237668
"MICE","overall",4.19671403349221
"MICE","overall",8.18937542001016
"MICE","overall",1.84922760294554
"MICE","overall",0.539134265122978
"MICE","overall",1.55566755076497
"MICE","overall",0.156915478101793
"MICE","overall",0.808047286640455
"MICE","overall",0.742219556484344
"MICE","overall",7.75421049156324
"MICE","overall",2.05675418420803
"MICE","overall",2.15827802137797
"MICE","overall",11.9459874164891
"MICE","overall",1.64055378840277
"MICE","overall",13.225548041451
"MICE","overall",0.0613996159046573
"MICE","overall",2.80831190270201
"MICE","overall",0.019201855722271
"MICE","overall",2.61112657440678
"MICE","overall",0.0138966003155928
"MICE","overall",1.32638405039063
"MICE","overall",0.00312535336740976
"MICE","overall",5.92176172396157
"MICE","overall",0.781458211466612
"MICE","overall",0.555103556054086
"MICE","overall",2.04202544084181
"MICE","overall",0.398992924835842
"MICE","overall",0.99038640218277
"MICE","overall",0.0697308655006835
"MICE","overall",0.308316729745032
"MICE","overall",0.860224362346083
"MICE","overall",17.4953803353095
"MICE","overall",11.7996647499312
"MICE","overall",1.30123165100353
"MICE","overall",3.32706603760972
"MICE","overall",0.713476489690149
"MICE","overall",2.24155736989332
"MICE","overall",2.50723714195088
"MICE","overall",17.5053110424169
"MICE","overall",0.357272406624733
"MICE","overall",0.0149136120097182
"MICE","overall",0.367058629785628
"MICE","overall",0.0393960425517695
"MICE","overall",1.39759783426
"MICE","overall",0.0446579304054915
"MICE","overall",4.35628036659888
"MICE","overall",1.29179404962117
"MICE","overall",4.79612482095538
"MICE","overall",2.40425285448297
"MICE","overall",0.0900967421274846
"MICE","overall",4.95183399668888
"MICE","overall",1.55929245415769
"MICE","overall",4.49982347248917
"MICE","overall",14.4015369990427
"MICE","overall",0.469763458930229
"MICE","overall",0.854237208538452
"MICE","overall",0.665289172470744
"MICE","overall",4.08860220832772
"MICE","overall",0.184860162302369
"MICE","overall",1.19598487070776
"MICE","overall",8.42119036559773
"MICE","overall",0.721005144327836
"MICE","overall",6.35939317977795
"MICE","overall",12.8579798902139
"MICE","overall",0.279871129559685
"MICE","overall",2.26593786793656
"MICE","overall",0.179829725484006
"MICE","overall",26.5448234260787
"MICE","overall",9.94526818837562
"MICE","overall",5.4546778158582
"MICE","overall",3.36362967823073
"MICE","overall",2.90639958798811
"MICE","overall",0.254524774942638
"MICE","overall",4.90794855934608
"MICE","overall",1.49231107299259
"MICE","overall",1.46508073630659
"MICE","overall",2.35103017987553
"MICE","overall",0.0385510035852343
"MICE","overall",1.20483905100654
"MICE","overall",1.28845996512362
"MICE","overall",0.590595611927707
"MICE","overall",19.1383002080931
"MICE","overall",0.872176433928836
"MICE","overall",10.0302714242877
"MICE","overall",4.53887204808615
"MICE","overall",2.08609515501894
"MICE","overall",1.7349973571567
"MICE","overall",0.433960079249232
"MICE","overall",0.100271444716903
"MICE","overall",1.41650144612235
"MICE","overall",0.0203444759698747
"MICE","overall",1.42519574689931
"MICE","overall",0.0766799567274465
"MICE","overall",1.07454149205387
"MICE","overall",0.0977849893361745
"MICE","overall",9.00761107944514
"MICE","overall",0.063080221035863
"MICE","overall",0.153274613404526
"MICE","overall",2.10485693735474
"MICE","overall",2.71435072329804
"MICE","overall",10.8591263208506
"MICE","overall",0.0360664604211013
"MICE","overall",1.98956210391307
"MICE","overall",1.05179566400851
"MICE","overall",23.2942133516089
"MICE","overall",6.89667375523948
"MICE","overall",0.823046962783788
"MICE","overall",4.35159127151119
"MICE","overall",0.0158409341727276
"MICE","overall",1.99584906309179
"MICE","overall",0.182406019153206
"MICE","overall",5.61517318833139
"MICE","overall",0.469175369132604
"MICE","overall",0.141931360202061
"MICE","overall",1.13399764284688
"MICE","overall",0.13568834460095
"MICE","overall",1.03278919433895
"MICE","overall",0.324620054669621
"MICE","overall",0.245702439025786
"MICE","overall",0.634964737123097
"MICE","overall",9.59669648110422
"MICE","overall",0.0553501296475999
"MICE","overall",0.231395024608422
"MICE","overall",0.367956830548183
"MICE","overall",14.4082632718424
"MICE","overall",6.40585640201856
"MICE","overall",0.88316318236585
"MICE","overall",1.10282548210857
"MICE","overall",3.38284589555145
"MICE","overall",1.46848986350021
"MICE","overall",0.0730460064250093
"MICE","overall",0.797719503866133
"MICE","overall",0.231639156205552
"MICE","overall",0.0482585956211224
"MICE","overall",0.623251083281925
"MICE","overall",0.0220443369476545
"MICE","overall",0.981684854429512
"MICE","overall",0.213996624796964
"MICE","overall",2.78811072970208
"MICE","overall",6.64452833595474
"MICE","overall",3.07726086329056
"MICE","overall",0.0610630799698675
"MICE","overall",0.440005481417282
"MICE","overall",0.403994924608974
"MICE","overall",4.57638642650899
"MICE","overall",2.42375763506804
"MICE","overall",5.09210231054797
"MICE","overall",1.43671250958749
"MICE","overall",0.443838436384346
"MICE","overall",7.94136433927739
"MICE","overall",1.81927157494597
"MICE","overall",1.0210923975977
"MICE","overall",3.95757315519995
"MICE","overall",4.90999223282906
"MICE","overall",0.136901956497424
"MICE","overall",0.82289053748012
"MICE","overall",1.88517889215465
"MICE","overall",16.8476152480724
"MICE","overall",0.0136907783935599
"MICE","overall",4.80179287234957
"MICE","overall",0.157063895917836
"MICE","overall",2.28427034755584
"MICE","overall",1.4473822186002
"MICE","overall",0.747012414648802
"MICE","overall",1.4309171216832
"MICE","overall",1.23135505552917
"MICE","overall",0.0766545824827899
"MICE","overall",1.46833052259588
"MICE","overall",0.1546138210994
"MICE","overall",0.118615336763116
"MICE","overall",4.05242625344415
"MICE","overall",2.92336237955467
"MICE","overall",2.4253662293369
"MICE","overall",5.46570689301359
"MICE","overall",0.527679614289365
"MICE","overall",2.46855609409731
"MICE","overall",2.11839247368142
"MICE","overall",1.74258172611079
"MICE","overall",7.17065880922459
"MICE","overall",4.69984979631905
"MICE","overall",4.13480963516017
"MICE","overall",0.0284418492300887
"MICE","overall",1.90341036832703
"MICE","overall",0.259975739923232
"MICE","overall",0.0736095973446153
"MICE","overall",0.887144934846583
"MICE","overall",12.1099912057223
"MICE","overall",14.4770516490661
"MICE","overall",1.83010706786763
"MICE","overall",8.6133813620262
"MICE","overall",0.921590618643169
"MICE","overall",0.362599911782514
"MICE","overall",2.01758357721946
"MICE","overall",5.55367980754831
"MICE","overall",0.015473851675348
"MICE","overall",3.14772464775661
"MICE","overall",2.35347622056548
"MICE","overall",13.1972152012226
"MICE","overall",0.679073979353508
"MICE","overall",7.65450108522181
"MICE","overall",0.0967936907422057
"MICE","overall",10.2464833815
"MICE","overall",0.148130367778576
"MICE","overall",4.56764942558976
"MICE","overall",0.0213636675744267
"MICE","overall",1.02909815546135
"MICE","overall",0.322424970033995
"MICE","overall",0.0267392838981666
"MICE","overall",0.0344996523413471
"MICE","overall",5.04532830931117
"MICE","overall",0.225788164860965
"MICE","overall",5.36793684179246
"MICE","overall",9.85637700868922
"MICE","overall",0.975357802185433
"MICE","overall",9.71749105963395
"MICE","overall",3.25388521210269
"MICE","overall",13.3668668506839
"MICE","overall",5.16458324010851
"MICE","overall",7.45273648164306
"MICE","overall",8.25225794330237
"MICE","overall",0.00112304629105097
"MICE","overall",3.52696703399926
"MICE","overall",6.0189819058273
"MICE","overall",12.4762221157327
"MICE","overall",6.54831398386424
"MICE","overall",0.0089117944401147
"MICE","overall",3.61699388745428
"MICE","overall",0.955316273692985
"MICE","overall",0.60191225689088
"MICE","overall",0.0777690598860013
"MICE","overall",0.00154307056037341
"MICE","overall",4.69962284342877
"MICE","overall",7.14220875085962
"MICE","overall",0.156112828296257
"MICE","overall",1.48814911582473
"MICE","overall",1.89157679864945
"MICE","overall",1.32095211586037
"MICE","overall",3.53892866351923
"MICE","overall",0.0867987843984622
"MICE","overall",30.1874955776245
"MICE","overall",0.406771776743838
"MICE","overall",0.0372652590801935
"MICE","overall",0.130684973508853
"MICE","overall",0.0378410739878468
"MICE","overall",1.06404094051066
"MICE","overall",0.0411908645991263
"MICE","overall",1.50268711507438
"MICE","overall",0.658451653722521
"MICE","overall",0.766980160167717
"MICE","overall",6.41240893212213
"MICE","overall",0.766032313153123
"MICE","overall",8.08054540576477
"MICE","overall",0.928647980101265
"MICE","overall",0.534931205892471
"MICE","overall",1.01979193724911
"MICE","overall",5.04979826667464
"MICE","overall",2.56079473375669
"MICE","overall",5.56372112831817
"MICE","overall",10.7823078511794
"MICE","overall",2.89724387828363
"MICE","overall",5.07538673448712
"MICE","overall",1.77965544685834
"MICE","overall",0.00124859636261055
"MICE","overall",0.258099981040684
"MICE","overall",0.43986529292094
"MICE","overall",2.62767677693305
"MICE","overall",0.0407285148924104
"MICE","overall",0.467056220126399
"MICE","overall",0.411628929053233
"MICE","overall",0.0335517934402656
"MICE","overall",1.06057685630821
"MICE","overall",1.4470740953935
"MICE","overall",8.14774929680532
"MICE","overall",0.000375478912374294
"MICE","overall",11.2043387750031
"MICE","overall",0.0640265037900771
"MICE","overall",1.56263711416909
"MICE","overall",1.48979212396559
"MICE","overall",1.58122158350894
"MICE","overall",1.00796937255301
"MICE","overall",6.2353995624717
"MICE","overall",2.61293548790423
"MICE","overall",1.66996050680281
"MICE","overall",1.77442893817499
"MICE","overall",1.34677060557835
"MICE","overall",0.267577891238171
"MICE","overall",0.719591609882379
"MICE","overall",0.724498236305825
"MICE","overall",0.365364036702676
"MICE","overall",11.3475062523614
"MICE","overall",1.47508566678759
"MICE","overall",0.881822059794692
"MICE","overall",14.0849077374183
"MICE","overall",3.66290869086489
"MICE","overall",5.0502535358446
"MICE","overall",0.0208868493110253
"MICE","overall",1.5905767896977
"MICE","overall",0.0166234748884662
"MICE","overall",1.10217614893255
"MICE","overall",0.0346720676369908
"MICE","overall",3.55807532698026
"MICE","overall",1.4467074319945
"MICE","overall",13.8489077965218
"MICE","overall",0.74526468106906
"MICE","overall",1.28070423796137
"MICE","overall",0.260019836330908
"MICE","overall",2.19623311038447
"MICE","overall",2.88394201739787
"MICE","overall",1.83780244020515
"MICE","overall",1.46058834038027
"MICE","overall",2.45896460895669
"MICE","overall",0.166789555055509
"MICE","overall",22.9867423424075
"MICE","overall",0.356716959107716
"MICE","overall",0.341862433850244
"MICE","overall",2.59874146247892
"MICE","overall",8.74961614371176
"MICE","overall",0.0545758195001838
"MICE","overall",7.09223274883658
"MICE","overall",0.552969607096315
"MICE","overall",0.180231087668638
"MICE","overall",1.20531312096015
"MICE","overall",0.0870765575456383
"MICE","overall",1.13986027269435
"MICE","overall",2.05433881920461
"MICE","overall",4.74051188492842
"MICE","overall",0.722442227442243
"MICE","overall",3.51309542521573
"MICE","overall",1.17915568903992
"MICE","overall",0.17353967528381
"MICE","overall",1.2467238221187
"MICE","overall",2.21705288740647
"MICE","overall",0.737342722421756
"MICE","overall",0.138703387196654
"MICE","overall",4.69384140757258
"MICE","overall",7.23716806179138
"MICE","overall",0.641418247990864
"MICE","overall",0.433740172086786
"MICE","overall",0.439759407344761
"MICE","overall",0.10391603628689
"MICE","overall",0.69116942043106
"MICE","overall",0.398872428357338
"MICE","overall",0.0798789359995339
"MICE","overall",0.144328708567075
